epoch,train_loss,lr,mae_ac,rmse_ac,mae_b
95,0.2424780311909589,0.00016222963481131274,3.4095249799341936,4.606318082429868,2.5669141532548894
96,0.22375958887013522,0.00015988718266963226,3.3444860371109706,4.486021783673053,2.573497971678092
97,0.23418621122837066,0.00015754241438109147,3.4051263597276478,4.657291205411842,2.523170171999464
98,0.22665524902668865,0.0001551959084821801,3.373230154997383,4.69127035526745,2.5793858696432674
99,0.22787766923958605,0.0001528482439381171,3.3824712715896905,4.545885279120024,2.5147272247114993
100,0.20821024829691107,0.0001504999999999999,3.3762191572999645,4.561254393643174,2.505158368278952
101,0.22373996769840068,0.00014815175606188274,3.2894364649953407,4.434335066853673,2.4365022322710823
102,0.21831521540880203,0.00014580409151781972,3.23433600531684,4.3680348635376784,2.4652440064872794
103,0.2004928017204458,0.00014345758561890834,3.3301381129844514,4.418186830765187,2.534595003315047
104,0.24582531587644058,0.00014111281733036757,3.4620876935572404,4.691393516347078,2.62562718110926
105,0.21572121435945685,0.00013877036518868713,3.492575227824691,4.753634369105112,2.5720121969584544
106,0.20730328688567334,0.00013643080715888204,3.3021798726000817,4.469975333361258,2.4600552078945186
107,0.22142893665216185,0.00013409472049188866,3.417991264193666,4.608796409634925,2.5085080090691063
108,0.2217323207042434,0.00013176268158213646,3.362039428910399,4.585794989316525,2.5939081728068833
109,0.2079117857597091,0.00012943526582533138,3.2891292946011412,4.417112248249832,2.5480078279582505
110,0.21978746909986843,0.00012711304747648543,3.3858609667011335,4.569087882252237,2.493258208231209
111,0.22580010755495591,0.0001247965995082282,3.347761789957682,4.551700515866061,2.508275698992162
112,0.19525290673429316,0.00012248649346943412,3.299976348876953,4.476182603752407,2.449329787609624
113,0.21803388487208974,0.00012018329934420135,3.3088642195159315,4.496978898091246,2.500377854490592
114,0.21185243183916266,0.00011788758541121688,3.3726131464141647,4.530715566279607,2.554950327655069
115,0.21082528748295523,0.00011559991810354207,3.385981241861979,4.558882458261928,2.4867865743200763
116,0.22105394222519614,0.00011332086186885415,3.322247648550794,4.574149111416848,2.511394799924364
117,0.20641903227025812,0.0001110509790301767,3.354784622691036,4.447087058267812,2.4940943250469134
118,0.21627192294055766,0.00010879082964713518,3.258761661504608,4.356801358315619,2.384602527992398
119,0.21554007503119382,0.00010654097137777052,3.2848702225030637,4.418562481865327,2.402784459731158
120,0.20125672207637266,0.00010430195934094535,3.3449269961687476,4.535249829883097,2.4824148689220156
121,0.18607825582677667,0.0001020743459793766,3.2491538103889015,4.401908630318015,2.4274925905115463
122,0.2126292030919682,9.985868092332889e-05,3.307364844029246,4.455781250590893,2.440434150446474
123,0.21075592149387706,9.765551085500103e-05,3.3437486287035973,4.486825122020709,2.443717520221386
124,0.1843950401652943,9.546537937364062e-05,3.2069605659036076,4.354649836277201,2.4347750345865884
125,0.19963989461010154,9.328882686141906e-05,3.23266267464831,4.352578558252838,2.413119222603592
126,0.19062723839147525,9.112639035010023e-05,3.2533733143525967,4.4104438888943625,2.508979211445727
127,0.19213504547422583,8.89786033885362e-05,3.294797884872536,4.539403915460585,2.487991644666086
128,0.17790037894790822,8.68459959110216e-05,3.1565150341956443,4.202108469772033,2.364899791144078
129,0.19970488399267197,8.472909410654064e-05,3.317912581699346,4.616204622923254,2.477223452399759
130,0.19862194061279298,8.262842028893772e-05,3.2944179360383474,4.411775692861668,2.4675735523498137
131,0.19181525057012386,8.054449276804427e-05,3.2453758638668684,4.39825372251429,2.4272369683957566
132,0.17880347628485072,7.847782572179351e-05,3.249074599322151,4.445059033204927,2.507047453736947
133,0.18092849999666213,7.642892906935503e-05,3.338811188741447,4.503436713358134,2.479724210851333
134,0.19395553970878773,7.439830834531945e-05,3.312531415153952,4.518336042627577,2.493890064214569
135,0.1929080610925501,7.238646457496562e-05,3.2906779619603377,4.403452477843779,2.423036874509325
136,0.17481090555136855,7.039389415063994e-05,3.294386645547705,4.402633858752922,2.470133438609005
137,0.18035961633378808,6.842108870927925e-05,3.279683356191598,4.33474555385202,2.4524012297586677
138,0.18203235485336997,6.646853501110642e-05,3.200787263758042,4.329179709227201,2.461953356375102
139,0.18247392326593398,6.453671481952981e-05,3.252801059897429,4.39203467118968,2.4530734392552596
140,0.18865112608129328,6.262610478227524e-05,3.27406321008221,4.392963364094783,2.463586545458027
141,0.17985375523567199,6.073717631378031e-05,3.3098670859742008,4.541915993761273,2.507832146937551
142,0.1793458262627775,5.8870395478879954e-05,3.2976866828070746,4.429813656241357,2.4284030565249375
143,0.18325949595733124,5.702622287781203e-05,3.202845255533854,4.337202844455113,2.3970435398076875
144,0.1859453855590387,5.520511353257084e-05,3.204421199225133,4.31502003820034,2.397470898098416
145,0.17237088192592967,5.340751677463752e-05,3.3243285534428617,4.506862397184071,2.5018290974735433
146,0.2001029747453603,5.163387613411403e-05,3.2626340030844694,4.449283798773625,2.4391124201755896
147,0.17195797183296896,4.988462923028883e-05,3.199239867964601,4.289591550627075,2.3616596047395193
148,0.15813508331775666,4.816020766366099e-05,3.1806910645728017,4.291025662512506,2.365205901900148
149,0.19103214253078807,4.646103690944897e-05,3.229624505136527,4.352023409515392,2.431595646477992
150,0.18634082051840695,4.4787536212611114e-05,3.232403674156837,4.35564236909958,2.4142790526346443
151,0.17786259028044613,4.314011848440325e-05,3.239375768923292,4.421345514854772,2.3885459899902344
152,0.16895517300475726,4.1519190200498966e-05,3.188426397984324,4.292752288201709,2.447201710121304
153,0.17989983748305927,3.99251513006978e-05,3.1481887468325547,4.237620885706242,2.3994100109424465
154,0.16974652355367487,3.835839509024626e-05,3.205655764910131,4.360137227247959,2.3449415443769466
155,0.17320859378034417,3.6819308142795345e-05,3.2151103798860037,4.342474488777213,2.4187295951095282
156,0.15602819648655977,3.5308270205019493e-05,3.282642165040658,4.49758837646443,2.499533098507551
157,0.17943543277003549,3.38256541029197e-05,3.256027670467601,4.370681777237777,2.4544162002264285
158,0.1651598387821154,3.2371825649834254e-05,3.255994011374081,4.40083498497679,2.464392942540786
159,0.1817741382528435,3.094714355617993e-05,3.1771439695669934,4.286558284816132,2.4012770559273515
160,0.1711502761326053,2.9551959340945346e-05,3.2844061259350745,4.37060214134838,2.410334082210765
161,0.16940444660457699,2.8186617244958993e-05,3.1964967266406887,4.308653595929605,2.4374272963579964
162,0.16207323121753606,2.6851454145953e-05,3.1631282232945264,4.267755047974263,2.406697828006121
163,0.15793874873356387,2.5546799475443606e-05,3.2312916774375764,4.370993883455013,2.3820331673216977
164,0.1726259635253386,2.427297513744876e-05,3.2326893276638455,4.342811517889618,2.4231785044950596
165,0.16441529162905433,2.3030295429063233e-05,3.3102904425726996,4.542145809639743,2.4668562895332284
166,0.16410896112634377,2.181906696291039e-05,3.2153950610191995,4.289124955272864,2.412786159640044
167,0.16860881650989706,2.0639588591490383e-05,3.2786168366475823,4.491975998058098,2.45768874922609
168,0.16019834740595384,1.949215133344238e-05,3.273787230448006,4.434143780575315,2.447268454857122
169,0.15853983814066105,1.8377038301740313e-05,3.1908956290849675,4.295043285074871,2.3368452608195787
170,0.17972490713000297,1.7294524633839004e-05,3.224585090587342,4.339972540839576,2.449709998236762
171,0.16749756688421422,1.6244877423787966e-05,3.215228485905267,4.296392621839125,2.402852438633738
172,0.1679650531573729,1.5228355656330094e-05,3.1454399457943985,4.247728760931998,2.42586939942603
173,0.17731529514897953,1.4245210143000952e-05,3.21941804574206,4.371265448044089,2.4606513603060853
174,0.17044066095894034,1.3295683460244843e-05,3.1410584543265547,4.215586687643406,2.388177360584533
175,0.15972613434899938,1.2380009889562656e-05,3.2126916374256407,4.33614743601688,2.4639133627897776
176,0.17051123719323766,1.1498415359706415e-05,3.2453745673684513,4.39810811223478,2.4072194940903606
177,0.17265643470666625,1.065111739093482e-05,3.1565326865202463,4.2395286286374345,2.3530906103794873
178,0.1557387262582779,9.838325041343287e-06,3.205567752613741,4.332419355158024,2.3506937213972505
179,0.15520223507826977,9.060238855281971e-06,3.1879692825616575,4.284222496308498,2.4441871892393023
180,0.1664994021708315,8.31705081387454e-06,3.179470710505068,4.312463194897912,2.458428538702672
181,0.15023949132724243,7.608944287649641e-06,3.213033065297245,4.3185974763265245,2.3820942024779477
182,0.15597736713561144,6.9360939912970226e-06,3.1818859374601076,4.2801386496010885,2.4470431009928384
183,0.16536310179667038,6.298665940559199e-06,3.268722284853069,4.471087086405476,2.517715479034224
184,0.15341625023971905,5.6968174112696665e-06,3.2061300340041616,4.312916755683712,2.435027939042235
185,0.1692810789427974,5.130696900547351e-06,3.257702945883757,4.476045806250211,2.517134784873015
186,0.1555769301273606,4.600444090157272e-06,3.261317533605239,4.387026305338285,2.4272688822029465
187,0.15842791253870184,4.106189812046001e-06,3.2448003183003347,4.406246774667242,2.435863021152471
188,0.15912555144591764,3.648056016061034e-06,3.178398655910118,4.275997364164262,2.3958937451730367
189,0.16819655021483249,3.226155739861305e-06,3.2397882798138786,4.375552626754673,2.3421164119944855
190,0.17215970456600188,2.840593081026919e-06,3.1608725155101105,4.2708941170277015,2.393614600686466
191,0.15997949466109276,2.4914631713746474e-06,3.219193901111877,4.341563583539431,2.4359011681251275
192,0.17031773003664882,2.1788521534855735e-06,3.2036235036413654,4.294642542459627,2.4229124979256027
193,0.1623758998784152,1.90283715945065e-06,3.2404259326411227,4.368886685291486,2.4480447332843456
194,0.16328170109878887,1.6634862918395403e-06,3.1889885048461117,4.310924285882228,2.42236341837964
195,0.16102034801786597,1.4608586068973692e-06,3.210526160944521,4.373541711990263,2.4971596836264616
196,0.16523218195546757,1.2950040999734018e-06,3.189976960225822,4.324708822595372,2.421277950012606
197,0.15639781416817145,1.1659636931854994e-06,3.1805677226945464,4.242366801262323,2.364237592111226
198,0.16762584474953737,1.0737692253231258e-06,3.160986158582899,4.2392548357883975,2.4222296421823937
199,0.14929488836364313,1.0184434439917422e-06,3.2248689738753575,4.406778124883528,2.4167533949309705
200,0.1513206611302766,1e-06,3.197455088297526,4.29839526730369,2.45526964524213
